more	o	RBR
efficient	o	JJ
cooling	o	NN
by	o	IN
faster	o	JJR
expansion	o	NN
that	o	WDT
controls	o	VBZ
the	o	DT
peak	o	NN
temperature	o	NN
while	o	IN
enhanced	o	JJ
advection	o	NN
and	o	CC
high	o	JJ
altitude	o	NN
heating	o	NN
flatten	o	VB
the	o	DT
temperature	o	NN
gradient	o	NN
above	o	IN
the	o	DT
peak	o	NN
.	o	.

As	o	IN
a	o	DT
result	o	NN
,	o	,
the	o	DT
temperature	o	NN
profile	o	NN
is	o	VBZ
almost	o	RB
isothermal	o	JJ
when	o	WRB
ηnet	o	NN
=	o	SYM
1	QA	CD
.	o	.

The	o	DT
STIM	o	NNP
GCM	o	NNP
calculates	o	VBZ
the	o	DT
transport	o	NN
by	o	IN
winds	o	NNS
and	o	CC
molecular	o	JJ
and	o	CC
turbulent	o	JJ
diffusion	o	NN
of	o	IN
key	o	JJ
neutral	o	JJ
species	o	NNS
(	o	-LRB-
H	o	NN
,	o	,
H2	o	UH
,	o	,
He	o	PRP
,	o	,
CH4	o	NNP
,	o	,
H2O	o	NNP
)	o	-RRB-
,	o	,
following	o	VBG
the	o	DT
procedures	o	NNS
outlined	o	VBN
by	o	IN
Müller	o	NNP
-	o	HYPH
Wodarg	o	NNP
et	o	NNP
al	o	NNP
.	o	.
(	o	-LRB-
2006	o	CD
)	o	-RRB-
.	o	.

The	o	DT
global	o	JJ
spherical	o	JJ
grid	o	NN
has	o	VBZ
flexible	o	JJ
resolution	o	NN
.	o	.

For	o	IN
simulations	o	NNS
in	o	IN
this	o	DT
study	o	NN
we	o	PRP
assumed	o	VBD
spacing	o	VBG
in	o	IN
latitude	o	NN
and	o	CC
longitude	o	NN
of	o	IN
2	QA	CD
°	QA	CD
and	o	CC
10	QA	CD
°	QA	CD
,	o	,
respectively	o	RB
,	o	,
and	o	CC
a	o	DT
vertical	o	JJ
resolution	o	NN
of	o	IN
0.4	QA	CD
scale	QA	NN
heights	QA	NNS
.	o	.

Our	o	PRP$
time	o	NN
integration	o	NN
step	o	NN
was	o	VBD
5	QA	CD
s	QA	NNPS
and	o	CC
we	o	PRP
ran	o	VBD
the	o	DT
code	o	NN
for	o	IN
500	QA	CD
Saturn	o	NNP
rotations	o	NNS
to	o	TO
reach	o	VB
steady	o	JJ
state	o	NN
.	o	.

The	o	DT
moon	o	NN
Enceladus	o	NNP
,	o	,
embedded	o	VBN
in	o	IN
Saturn	o	NNP
’s	o	NNP
radiation	o	NN
belts	o	NNS
,	o	,
is	o	VBZ
the	o	DT
main	o	JJ
internal	o	JJ
source	o	NN
of	o	IN
neutral	o	JJ
and	o	CC
charged	o	VBN
particles	o	NNS
in	o	IN
the	o	DT
Kronian	o	NNP
magnetosphere	o	NN
.	o	.

A	o	DT
plume	o	NN
of	o	IN
water	o	NN
ice	o	NN
molecules	o	NNS
and	o	CC
dust	o	NN
released	o	VBN
through	o	IN
geysers	o	NNS
on	o	IN
the	o	DT
south	o	JJ
polar	o	JJ
region	o	NN
provides	o	VBZ
enough	o	JJ
material	o	NN
to	o	TO
feed	o	VB
the	o	DT
E	o	NN
-	o	NN
ring	o	NN
and	o	CC
also	o	RB
the	o	DT
neutral	o	JJ
torus	o	NN
of	o	IN
Saturn	o	NNP
and	o	CC
the	o	DT
entire	o	JJ
magnetosphere	o	NN
.	o	.

In	o	IN
the	o	DT
time	o	NN
period	o	NN
2005–2010	QA	CD
the	o	DT
Cassini	o	NNP
spacecraft	o	NN
flew	o	VBD
close	o	RB
by	o	IN
the	o	DT
moon	o	NN
14	QA	CD
times	QA	NNS
,	o	,
sometimes	o	RB
as	QA	RB
low	QA	JJ
as	QA	IN
25	QA	CD
km	QA	NNS
above	o	IN
the	o	DT
surface	o	NN
and	o	CC
directly	o	RB
through	o	IN
the	o	DT
plume	o	NN
.	o	.

For	o	IN
the	o	DT
very	o	RB
first	o	JJ
time	o	NN
measurements	o	NNS
of	o	IN
plasma	o	NN
and	o	CC
energetic	o	JJ
particles	o	NNS
inside	o	IN
the	o	DT
plume	o	NN
and	o	CC
its	o	PRP$
immediate	o	JJ
vicinity	o	NN
could	o	MD
be	o	VB
obtained	o	VBN
.	o	.

In	o	IN
this	o	DT
work	o	NN
we	o	PRP
summarize	o	VBP
the	o	DT
results	o	NNS
of	o	IN
energetic	o	JJ
electron	o	NN
measurements	o	NNS
in	o	IN
the	o	DT
energy	o	NN
range	o	NN
27	QA	CD
keV	QA	NNS
to	QA	IN
21	QA	CD
MeV	QA	NN
taken	o	VBN
by	o	IN
the	o	DT
Low	o	NNP
Energy	o	NNP
Magnetospheric	o	NNP
Measurement	o	NNP
System	o	NNP
(	o	-LRB-
LEMMS	o	NNP
)	o	-RRB-
,	o	,
part	o	NN
of	o	IN
the	o	DT
Magnetospheric	o	NNP
Imaging	o	NNP
Instrument	o	NNP
(	o	-LRB-
MIMI	o	NNP
)	o	-RRB-
onboard	o	IN
Cassini	o	NNP
in	o	IN
the	o	DT
vicinity	o	NN
of	o	IN
the	o	DT
moon	o	NN
in	o	IN
combination	o	NN
with	o	IN
measurements	o	NNS
of	o	IN
the	o	DT
magnetometer	o	JJ
instrument	o	NN
MAG	o	NNP
and	o	CC
the	o	DT
Electron	o	NNP
Spectrometer	o	NNP
ELS	o	NNP
of	o	IN
the	o	DT
plasma	o	NN
instrument	o	NN
CAPS	o	IN
onboard	o	IN
the	o	DT
spacecraft	o	NN
.	o	.

Features	o	NNS
in	o	IN
the	o	DT
data	o	NNS
can	o	MD
be	o	VB
interpreted	o	VBN
as	o	IN
that	o	IN
the	o	DT
spacecraft	o	NN
was	o	VBD
connected	o	VBN
to	o	IN
the	o	DT
plume	o	NN
material	o	NN
along	o	IN
field	o	NN
lines	o	NNS
well	o	RB
before	o	IN
entering	o	VBG
the	o	DT
high	o	JJ
density	o	NN
region	o	NN
of	o	IN
the	o	DT
plume	o	NN
.	o	.

Sharp	o	JJ
absorption	o	NN
signatures	o	VBZ
as	o	IN
the	o	DT
result	o	NN
of	o	IN
losses	o	NNS
of	o	IN
energetic	o	JJ
electrons	o	NNS
bouncing	o	VBG
along	o	IN
those	o	DT
field	o	NN
lines	o	NNS
,	o	,
through	o	IN
the	o	DT
emitted	o	VBN
gas	o	NN
and	o	CC
dust	o	NN
clouds	o	NNS
,	o	,
clearly	o	RB
depend	o	VBP
on	o	IN
flyby	o	NNS
geometry	o	NN
as	o	RB
well	o	RB
as	o	IN
on	o	IN
measured	o	JJ
pitch	o	NN
angle	o	NN
/	o	SYM
look	o	VB
direction	o	NN
of	o	IN
the	o	DT
instrument	o	NN
.	o	.

We	o	PRP
found	o	VBD
that	o	IN
the	o	DT
depletion	o	NN
signatures	o	VBZ
during	o	IN
some	o	DT
of	o	IN
the	o	DT
flybys	o	JJ
show	o	NN
“	o	``
ramp	o	NN
-	o	HYPH
like	o	JJ
”	o	''
features	o	NNS
where	o	WRB
only	o	RB
a	o	DT
partial	o	JJ
depletion	o	NN
has	o	VBZ
been	o	VBN
observed	o	VBN
further	o	RB
away	o	RB
from	o	IN
the	o	DT
moon	o	NN
followed	o	VBN
by	o	IN
nearly	o	RB
full	o	JJ
absorption	o	NN
of	o	IN
electrons	o	NNS
closer	o	RBR
in	o	RB
.	o	.

We	o	PRP
interpret	o	VBP
this	o	DT
as	o	IN
partially	o	RB
/	o	SYM
fully	o	RB
connected	o	VBN
to	o	IN
the	o	DT
flux	o	NN
tube	o	NN
connecting	o	VBG
the	o	DT
moon	o	NN
with	o	IN
Cassini	o	NNP
.	o	.

During	o	IN
at	o	RB
least	o	RBS
two	o	CD
of	o	IN
the	o	DT
flybys	o	NN
(	o	-LRB-
with	o	IN
some	o	DT
evidence	o	NN
of	o	IN
one	o	CD
additional	o	JJ
encounter	o	NN
)	o	-RRB-
MIMI	o	NNP
/	o	SYM
LEMMS	o	NNP
data	o	NNS
are	o	VBP
consistent	o	JJ
with	o	IN
the	o	DT
presence	o	NN
of	o	IN
dust	o	NN
in	o	IN
energetic	o	JJ
electron	o	NN
data	o	NNS
when	o	WRB
Cassini	o	NNP
flew	o	VBD
directly	o	RB
through	o	IN
the	o	DT
south	o	JJ
polar	o	JJ
plume	o	NN
.	o	.

In	o	IN
addition	o	NN
we	o	PRP
found	o	VBD
gradients	o	NNS
in	o	IN
the	o	DT
magnetic	o	JJ
field	o	NN
components	o	NNS
which	o	WDT
are	o	VBP
frequently	o	RB
found	o	VBN
to	o	TO
be	o	VB
associated	o	VBN
with	o	IN
changes	o	NNS
in	o	IN
the	o	DT
MIMI	o	NNP
/	o	SYM
LEMMS	o	NNP
particles	o	NNS
intensities	o	NNS
.	o	.

This	o	DT
indicates	o	VBZ
that	o	IN
complex	o	JJ
electron	o	NN
drifts	o	NNS
in	o	IN
the	o	DT
vicinity	o	NN
of	o	IN
Enceladus	o	NNP
could	o	MD
form	o	VB
forbidden	o	JJ
regions	o	NNS
for	o	IN
electrons	o	NNS
which	o	WDT
may	o	MD
appear	o	VB
as	o	IN
intensity	o	NN
drop	o	NN
-	o	HYPH
outs	o	NNS
.	o	.

The	o	DT
interaction	o	NN
of	o	IN
both	o	CC
volcanism	o	NN
and	o	CC
enhanced	o	VBD
global	o	JJ
weathering	o	NN
on	o	IN
Osi	o	NNP
means	o	VBZ
that	o	IN
quantifying	o	VBG
the	o	DT
magnitude	o	NN
and	o	CC
isolating	o	VBG
the	o	DT
extent	o	NN
of	o	IN
the	o	DT
two	o	CD
signals	o	NNS
is	o	VBZ
problematic	o	JJ
,	o	,
since	o	IN
the	o	DT
extent	o	NN
of	o	IN
weathering	o	VBG
on	o	IN
seawater	o	NN
chemistry	o	NN
is	o	VBZ
masked	o	VBN
by	o	IN
the	o	DT
inputs	o	NNS
from	o	IN
the	o	DT
Caribbean	o	JJ
LIP	o	NNP
to	o	IN
the	o	DT
global	o	JJ
ocean	o	NN
.	o	.

We	o	PRP
can	o	MD
only	o	RB
estimate	o	VB
the	o	DT
Os	o	NNP
contribution	o	NN
to	o	TO
seawater	o	NN
chemistry	o	NN
using	o	VBG
a	o	DT
mixing	o	JJ
model	o	NN
and	o	CC
assumed	o	VBD
abundances	o	NNS
.	o	.

If	o	IN
we	o	PRP
assume	o	VBP
that	o	IN
the	o	DT
average	o	JJ
seawater	o	NN
187Os/188Os	o	CD
prior	o	RB
to	o	IN
the	o	DT
LIP	o	NNP
onset	o	NN
was	o	VBD
∼	QA	NNP
0.8	QA	CD
,	o	,
and	o	CC
use	o	VB
an	o	DT
average	o	NN
Os	o	NNS
abundance	o	NN
in	o	IN
seawater	o	NN
of	o	IN
10	QA	CD
ppq	QA	JJ
(	o	-LRB-
based	o	VBN
on	o	IN
the	o	DT
present	o	JJ
-	o	HYPH
day	o	NN
average	o	NN
;	o	:
Peucker	o	NNP
-	o	HYPH
Ehrenbrink	o	NNP
and	o	CC
Ravizza	o	NNP
,	o	,
2000	o	CD
)	o	-RRB-
,	o	,
a	o	DT
basalt	o	NN
187Os/188Os	o	CD
of	o	IN
0.13	QA	CD
(	o	-LRB-
Meisel	o	NNP
et	o	FW
al	o	NNP
.	o	.
,	o	,
2001	o	CD
)	o	-RRB-
and	o	CC
an	o	DT
average	o	NN
Os	o	NNS
abundance	o	NN
,	o	,
we	o	PRP
can	o	MD
evaluate	o	VB
the	o	DT
approximate	o	JJ
Os	o	FW
contribution	o	NN
from	o	IN
the	o	DT
Caribbean	o	JJ
LIP	o	NNP
to	o	IN
the	o	DT
global	o	JJ
ocean	o	NN
using	o	VBG
a	o	DT
progressive	o	JJ
mixing	o	NN
model	o	NN
(	o	-LRB-
Faure	o	NNP
,	o	,
1986	o	CD
,	o	,
Eqs	o	NNP
.	o	.
(	o	-LRB-
9.2	o	CD
)	o	-RRB-
and	o	CC
(	o	-LRB-
9.10	o	CD
)	o	-RRB-
)	o	-RRB-
.	o	.

We	o	PRP
note	o	VBP
that	o	IN
there	o	EX
are	o	VBP
no	o	DT
published	o	VBN
Os	o	NNP
data	o	NNS
for	o	IN
the	o	DT
Caribbean	o	JJ
LIP	o	NNP
.	o	.

However	o	RB
,	o	,
basalts	o	NNS
can	o	MD
have	o	VB
variable	o	JJ
Os	o	NNP
abundances	o	NNS
(	o	-LRB-
1	QA	CD
to	QA	IN
600	QA	CD
ppt	QA	NN
;	o	:
Martin	o	NNP
,	o	,
1991	o	CD
;	o	:
Crocket	o	NNP
and	o	CC
Paul	o	NNP
,	o	,
2008	o	CD
)	o	-RRB-
;	o	:
typical	o	JJ
values	o	NNS
range	o	VBP
from	o	IN
1	QA	CD
to	QA	TO
30	QA	CD
ppt	QA	NN
(	o	-LRB-
e.g.	o	JJ
,	o	,
Shirey	o	NNP
and	o	CC
Walker	o	NNP
,	o	,
1998	o	CD
;	o	:
Allegre	o	NNS
et	o	NNP
al	o	NNP
.	o	.
,	o	,
1999	o	CD
;	o	:
Dale	o	NNP
et	o	NNP
al	o	NNP
.	o	.
,	o	,
2008	o	CD
)	o	-RRB-
.	o	.

Using	o	VBG
an	o	DT
Os	o	NNS
abundance	o	NN
for	o	IN
a	o	DT
basalt	o	NN
of	o	IN
30	QA	CD
ppt	QA	NN
would	o	MD
require	o	VB
75	QA	CD
%	QA	NN
Os	o	NNS
contribution	o	NN
from	o	IN
the	o	DT
LIP	o	NNP
to	o	TO
yield	o	VB
the	o	DT
least	o	JJS
radiogenic	o	JJ
Osi	o	NNP
observed	o	VBD
at	o	IN
all	o	DT
locations	o	NNS
.	o	.

Considerably	o	RB
less	o	JJR
Os	o	NNP
input	o	NN
from	o	IN
the	o	DT
LIP	o	NNP
(	o	-LRB-
25	QA	CD
%	QA	NN
)	o	-RRB-
is	o	VBZ
needed	o	VBN
if	o	IN
the	o	DT
LIP	o	NNP
basalts	o	NNS
possess	o	VBP
higher	o	JJR
Os	o	NNP
abundances	o	VBZ
(	o	-LRB-
100	QA	CD
ppt	QA	NN
)	o	-RRB-
and	o	CC
if	o	IN
the	o	DT
Os	o	NNP
contribution	o	NN
to	o	TO
seawater	o	NN
also	o	RB
occurred	o	VBD
through	o	IN
the	o	DT
addition	o	NN
of	o	IN
gas	o	NN
known	o	VBN
to	o	TO
be	o	VB
enriched	o	VBN
20	QA	CD
times	QA	NNS
that	o	DT
of	o	IN
the	o	DT
basalt	o	NN
(	o	-LRB-
e.g.	o	NN
,	o	,
Yudovskya	o	NNP
et	o	NNP
al	o	NNP
.	o	.
,	o	,
2008	o	CD
)	o	-RRB-
.	o	.

Fig	o	NN
.	o	.
6	o	CD
shows	o	VBZ
the	o	DT
concentrations	o	NNS
of	o	IN
minor	o	JJ
elements	o	NNS
in	o	IN
the	o	DT
solid	o	JJ
sorbent	o	NN
,	o	,
where	o	WRB
increasing	o	VBG
bed	o	NN
inventory	o	NN
resulted	o	VBD
in	o	IN
increasing	o	VBG
values	o	NNS
observed	o	VBN
for	o	IN
Co	o	NNP
,	o	,
Ni	o	NNP
,	o	,
Cu	o	NNP
,	o	,
Mo	o	NNP
,	o	,
Cd	o	NNP
,	o	,
and	o	CC
Sn	o	NNP
.	o	.

In	o	IN
the	o	DT
case	o	NN
of	o	IN
Cu	o	NNP
and	o	CC
Sn	o	NNP
,	o	,
values	o	NNS
were	o	VBD
obtained	o	VBN
that	o	WDT
were	o	VBD
lower	o	JJR
than	o	IN
that	o	DT
of	o	IN
the	o	DT
blank	o	NN
for	o	IN
a	o	DT
bed	o	NN
inventory	o	NN
of	o	IN
4.5	QA	CD
kg	QA	NNS
,	o	,
which	o	WDT
then	o	RB
increased	o	VBD
to	o	IN
values	o	NNS
of	o	IN
22	QA	CD
and	o	CC
0.22	QA	CD
ppm	QA	UH
respectively	o	RB
for	o	IN
13	QA	CD
kg	QA	NNS
.	o	.

In	o	IN
the	o	DT
case	o	NN
of	o	IN
Gd	o	NNP
,	o	,
Dy	o	NNP
and	o	CC
U	o	NNP
,	o	,
small	o	JJ
decreases	o	NNS
in	o	IN
concentration	o	NN
were	o	VBD
found	o	VBN
for	o	IN
an	o	DT
increasing	o	VBG
inventory	o	NN
,	o	,
however	o	WRB
values	o	NNS
are	o	VBP
low	o	JJ
at	o	IN
<	QA	XX
1	QA	CD
ppm	QA	NN
and	o	CC
the	o	DT
changes	o	NNS
observed	o	VBN
are	o	VBP
small	o	JJ
.	o	.

The	o	DT
remaining	o	VBG
elements	o	NNS
(	o	-LRB-
Zr	o	NNP
,	o	,
Le	o	NNP
,	o	,
Ce	o	NNP
,	o	,
Pt	o	NNP
,	o	,
and	o	CC
Nd	o	NNP
)	o	-RRB-
recorded	o	VBD
an	o	DT
increase	o	NN
in	o	IN
concentration	o	NN
for	o	IN
6	QA	CD
kg	QA	NNS
over	o	IN
4.5	QA	CD
kg	QA	NNS
,	o	,
and	o	CC
then	o	RB
a	o	DT
decrease	o	NN
from	o	IN
6	QA	CD
kg	QA	NNS
to	o	IN
13	QA	CD
kg	QA	NNS
.	o	.

All	o	DT
minor	o	JJ
element	o	NN
flue	o	NN
gas	o	NN
concentrations	o	NNS
were	o	VBD
<	QA	CD
0.1	QA	CD
ppm	QA	NNS
and	o	CC
therefore	o	RB
considered	o	VBD
negligible	o	JJ
.	o	.

Calculated	o	JJ
gaseous	o	JJ
species	o	NNS
(	o	-LRB-
MTDATA	o	NNP
)	o	-RRB-
for	o	IN
4.5	QA	CD
kg	QA	NNS
,	QA	,
6	QA	CD
kg	QA	NNS
and	QA	CC
13	QA	CD
kg	QA	NN
sorbent	o	NN
.	o	.

It	o	PRP
is	o	VBZ
interesting	o	JJ
to	o	TO
note	o	VB
that	o	IN
while	o	IN
the	o	DT
velocity	o	NN
structure	o	NN
of	o	IN
the	o	DT
escaping	o	VBG
plasma	o	NN
can	o	MD
lead	o	VB
to	o	IN
broader	o	JJR
absorption	o	NN
that	o	WDT
helps	o	VBZ
to	o	TO
explain	o	VB
the	o	DT
transit	o	NN
depths	o	NNS
,	o	,
it	o	PRP
is	o	VBZ
not	o	RB
necessarily	o	RB
detectable	o	JJ
in	o	IN
the	o	DT
data	o	NNS
.	o	.

For	o	IN
instance	o	NN
,	o	,
Fig	o	NNP
.	o	.
7	o	CD
shows	o	VBZ
the	o	DT
transit	o	NN
depths	o	NNS
based	o	VBN
on	o	IN
the	o	DT
SOL2	o	NNP
model	o	NN
that	o	WDT
has	o	VBZ
a	o	DT
relatively	o	RB
high	o	JJ
radial	o	JJ
velocity	o	NN
reaching	o	VBG
11	QA	CD
km	QA	NNS
s−1	QA	NN
by	o	IN
5Rp	QA	CD
.	o	.

The	o	DT
velocity	o	NN
structure	o	NN
is	o	VBZ
not	o	RB
detectable	o	JJ
because	o	IN
the	o	DT
optical	o	JJ
depth	o	NN
of	o	IN
the	o	DT
high	o	JJ
velocity	o	NN
material	o	NN
is	o	VBZ
not	o	RB
sufficient	o	JJ
,	o	,
the	o	DT
LOS	o	NNP
velocity	o	NN
at	o	IN
the	o	DT
limb	o	NN
of	o	IN
the	o	DT
planet	o	NN
is	o	VBZ
slower	o	JJR
than	o	IN
the	o	DT
radial	o	JJ
velocities	o	NNS
in	o	IN
general	o	JJ
,	o	,
and	o	CC
because	o	IN
spectral	o	JJ
line	o	NN
broadening	o	VBG
within	o	IN
the	o	DT
COS	o	NNP
instrument	o	NN
smooths	o	NNS
the	o	DT
structure	o	NN
out	o	IN
of	o	IN
the	o	DT
line	o	NN
profiles	o	NNS
.	o	.

If	o	IN
the	o	DT
presence	o	NN
of	o	IN
velocity	o	NN
structure	o	NN
is	o	VBZ
confirmed	o	VBN
in	o	IN
the	o	DT
data	o	NNS
(	o	-LRB-
Linsky	o	NNP
et	o	NNP
al	o	NNP
.	o	.
,	o	,
2010	o	CD
)	o	-RRB-
,	o	,
it	o	PRP
probably	o	RB
implies	o	VBZ
that	o	IN
there	o	EX
is	o	VBZ
detached	o	VBN
,	o	,
optically	o	RB
thick	o	JJ
plasma	o	NN
moving	o	VBG
at	o	IN
large	o	JJ
velocities	o	NNS
around	o	IN
the	o	DT
planet	o	NN
.	o	.

If	o	IN
this	o	DT
turns	o	VBZ
out	o	RP
to	o	TO
be	o	VB
the	o	DT
case	o	NN
,	o	,
interaction	o	NN
with	o	IN
the	o	DT
stellar	o	JJ
wind	o	NN
probably	o	RB
plays	o	VBZ
a	o	DT
role	o	NN
in	o	IN
giving	o	VBG
rise	o	NN
to	o	IN
the	o	DT
observed	o	JJ
absorption	o	NN
.	o	.

Such	o	JJ
interaction	o	NN
may	o	MD
also	o	RB
produce	o	VB
turbulence	o	NN
that	o	WDT
can	o	MD
broaden	o	VB
the	o	DT
absorption	o	NN
further	o	RB
(	o	-LRB-
e.g.	o	RB
,	o	,
Tian	o	NNP
et	o	NNP
al	o	NNP
.	o	.
,	o	,
2005	o	CD
)	o	-RRB-
.	o	.

However	o	RB
,	o	,
we	o	PRP
note	o	VBP
that	o	IN
non	o	JJ
-	o	JJ
thermal	o	JJ
broadening	o	NN
such	o	JJ
as	o	IN
that	o	DT
proposed	o	VBN
by	o	IN
Ben	o	NNP
-	o	HYPH
Jaffel	o	NNP
and	o	CC
Hosseini	o	NNP
(	o	-LRB-
2010	o	CD
)	o	-RRB-
does	o	VBZ
not	o	RB
appear	o	VB
to	o	TO
be	o	VB
necessary	o	JJ
to	o	TO
explain	o	VB
the	o	DT
current	o	JJ
observations	o	NNS
.	o	.

Our	o	PRP$
results	o	NNS
provide	o	VBP
the	o	DT
first	o	JJ
evidence	o	NN
that	o	IN
the	o	DT
North	o	NNP
Sea	o	NNP
became	o	VBD
stratified	o	VBN
from	QA	IN
103	QA	CD
yrs	QA	NN
before	o	IN
the	o	DT
CIE	o	NNP
onset	o	NN
(	o	-LRB-
above	QA	IN
2618	QA	CD
m	QA	NNS
,	o	,
Fig	o	NNP
.	o	.
9	o	CD
)	o	-RRB-
.	o	.

This	o	DT
is	o	VBZ
significant	o	JJ
as	o	IN
Nisbet	o	NNP
et	o	NNP
al	o	NNP
.	o	.
(	o	-LRB-
2009	o	CD
)	o	-RRB-
hypothesised	o	VBD
that	o	IN
the	o	DT
proximal	o	JJ
Kilda	o	NNP
Basin	o	NNP
became	o	VBD
stratified	o	JJ
and	o	CC
anoxic	o	JJ
before	o	IN
the	o	DT
CIE	o	NNP
,	o	,
allowing	o	VBG
significant	o	JJ
build	o	NN
-	o	HYPH
up	o	NN
of	o	IN
methane	o	NN
and	o	CC
CO2	o	NNP
at	o	IN
depth	o	NN
.	o	.

They	o	PRP
proposed	o	VBD
that	o	IN
overturning	o	VBG
of	o	IN
this	o	DT
basin	o	NN
could	o	MD
have	o	VB
released	o	VBN
greenhouse	o	NN
gases	o	NNS
and	o	CC
triggered	o	VBD
the	o	DT
CIE	o	NNP
,	o	,
although	o	IN
there	o	EX
is	o	VBZ
currently	o	RB
no	o	DT
direct	o	JJ
evidence	o	NN
as	o	IN
marine	o	JJ
records	o	NNS
from	o	IN
the	o	DT
Kilda	o	NNP
Basin	o	NNP
remain	o	VBP
rare	o	JJ
(	o	-LRB-
Nisbet	o	NNP
et	o	NNP
al	o	NNP
.	o	.
,	o	,
2009	o	CD
)	o	-RRB-
.	o	.

Our	o	PRP$
North	o	NNP
Sea	o	NNP
records	o	NNS
likely	o	RB
indicate	o	VBP
enhanced	o	VBN
stratification	o	NN
also	o	RB
of	o	IN
the	o	DT
proximal	o	NN
and	o	CC
linked	o	VBD
Kilda	o	NNP
Basin	o	NNP
before	o	IN
the	o	DT
CIE	o	NNP
(	o	-LRB-
Fig	o	NN
.	o	.
1	o	LS
)	o	-RRB-
.	o	.

Evidence	o	NN
for	o	IN
the	o	DT
linkage	o	NN
of	o	IN
the	o	DT
North	o	NNP
Sea	o	NNP
,	o	,
Kilda	o	NNP
and	o	CC
Arctic	o	NNP
Basins	o	NNP
comes	o	VBZ
from	o	IN
the	o	DT
coincident	o	JJ
onset	o	NN
of	o	IN
A.	o	NN
augustum	o	NN
and	o	CC
laminated	o	JJ
sediments	o	NNS
at	o	IN
the	o	DT
CIE	o	NNP
onset	o	NN
in	o	IN
sections	o	NNS
from	o	IN
the	o	DT
North	o	NNP
Sea	o	NNP
(	o	-LRB-
this	o	DT
study	o	NN
)	o	-RRB-
,	o	,
Spitsbergen	o	NNP
(	o	-LRB-
Harding	o	NNP
et	o	FW
al	o	NNP
.	o	.
,	o	,
2011	o	CD
)	o	-RRB-
,	o	,
and	o	CC
Lomonosov	o	NNP
Ridge	o	NNP
(	o	-LRB-
Sluijs	o	NNP
et	o	NNP
al	o	NNP
.	o	.
,	o	,
2006	o	CD
)	o	-RRB-
.	o	.

Although	o	IN
our	o	PRP$
results	o	NNS
evidence	o	VBP
a	o	DT
probable	o	JJ
stratified	o	VBN
Kilda	o	NNP
Basin	o	NNP
before	o	IN
the	o	DT
CIE	o	NNP
,	o	,
proxies	o	NNS
for	o	IN
overturning	o	VBG
are	o	VBP
now	o	RB
needed	o	VBN
to	o	TO
further	o	RB
test	o	VB
the	o	DT
Kilda	o	NNP
basin	o	NN
hypothesis	o	NN
.	o	.

Diurnally	o	RB
-	o	HYPH
averaged	o	VBN
thermospheric	o	JJ
temperatures	o	NNS
,	o	,
as	o	IN
calculated	o	VBN
in	o	IN
simulation	o	NN
R15	o	NNP
