depend	o	VBP	63	conj	47	0	root	0
only	o	RB	64	advmod	65	0	root	0
weakly	o	RB	65	advmod	63	0	root	0
on	o	IN	66	prep	63	0	root	0
ηnet	o	NNP	67	pobj	66	0	root	0
.	o	.	68	punct	39	0	root	0

This	o	DT	0	nsubj	1	0	root	0
is	o	VBZ	1	ROOT	1	0	root	0
because	o	IN	2	mark	11	0	root	0
the	o	DT	3	det	5	0	root	0
vertical	o	JJ	4	amod	5	0	root	0
velocity	o	NN	5	nsubj	6	0	root	0
increases	o	VBZ	6	pobj	2	0	root	0
with	o	IN	7	prep	6	0	root	0
heating	o	NN	8	compound	9	0	root	0
efficiency	o	NN	9	pobj	7	0	root	0
,	o	,	10	punct	6	0	root	0
leading	o	VBG	11	advcl	31	0	root	0
to	o	TO	12	prep	11	0	root	0
more	o	RBR	13	advmod	14	0	root	0
efficient	o	JJ	14	amod	15	0	root	0
cooling	o	NN	15	pobj	12	0	root	0
by	o	IN	16	prep	15	0	root	0
faster	o	JJR	17	amod	18	0	root	0
expansion	o	NN	18	pobj	16	0	root	0
that	o	WDT	19	nsubj	20	0	root	0
controls	o	VBZ	20	relcl	18	0	root	0
the	o	DT	21	det	23	0	root	0
peak	o	NN	22	compound	23	0	root	0
temperature	o	NN	23	dobj	20	0	root	0
while	o	IN	24	mark	25	0	root	0
enhanced	o	VBN	25	advcl	20	0	root	0
advection	o	NN	26	dobj	25	0	root	0
and	o	CC	27	cc	26	0	root	0
high	o	JJ	28	amod	29	0	root	0
altitude	o	NN	29	compound	30	0	root	0
heating	o	NN	30	conj	26	0	root	0
flatten	o	VBP	31	ccomp	1	0	root	0
the	o	DT	32	det	34	0	root	0
temperature	o	NN	33	compound	34	0	root	0
gradient	o	NN	34	dobj	31	0	root	0
above	o	IN	35	prep	34	0	root	0
the	o	DT	36	det	37	0	root	0
peak	o	NN	37	pobj	35	0	root	0
.	o	.	38	punct	1	0	root	0

As	o	IN	0	prep	7	0	root	0
a	o	DT	1	det	2	0	root	0
result	o	NN	2	pobj	0	0	root	0
,	o	,	3	punct	7	0	root	0
the	o	DT	4	det	6	0	root	0
temperature	o	NN	5	compound	6	0	root	0
profile	o	NN	6	nsubj	7	0	root	0
is	o	VBZ	7	ROOT	7	0	root	0
almost	o	RB	8	advmod	9	0	root	0
isothermal	o	JJ	9	acomp	7	0	root	0
when	o	WRB	10	advmod	11	0	root	0
ηnet	ME	NN	11	advcl	7	11	HasQuantity	13
=	o	VBZ	12	punct	13	0	root	0
1	o	CD	13	npadvmod	7	0	root	0
.	o	.	14	punct	7	0	root	0

The	o	DT	0	det	2	0	root	0
STIM	o	NNP	1	compound	2	0	root	0
GCM	o	NNP	2	nsubj	3	0	root	0
calculates	o	VBZ	3	ROOT	3	0	root	0
the	o	DT	4	det	5	0	root	0
transport	o	NN	5	dobj	3	0	root	0
by	o	IN	6	prep	3	0	root	0
winds	o	NNS	7	pobj	6	0	root	0
and	o	CC	8	cc	7	0	root	0
molecular	o	JJ	9	amod	12	0	root	0
and	o	CC	10	cc	9	0	root	0
turbulent	o	JJ	11	conj	9	0	root	0
diffusion	o	NN	12	conj	7	0	root	0
of	o	IN	13	prep	12	0	root	0
key	o	JJ	14	amod	16	0	root	0
neutral	o	JJ	15	amod	16	0	root	0
species	o	NNS	16	pobj	13	0	root	0
(	o	-LRB-	17	punct	16	0	root	0
H	o	NN	18	appos	16	0	root	0
,	o	,	19	punct	18	0	root	0
H2	o	NN	20	conj	18	0	root	0
,	o	,	21	punct	20	0	root	0
He	o	NN	22	conj	20	0	root	0
,	o	,	23	punct	22	0	root	0
CH4	o	NN	24	conj	22	0	root	0
,	o	,	25	punct	24	0	root	0
H2O	o	NN	26	appos	24	0	root	0
)	o	-RRB-	27	punct	24	0	root	0
,	o	,	28	punct	3	0	root	0
following	o	VBG	29	prep	3	0	root	0
the	o	DT	30	det	31	0	root	0
procedures	o	NNS	31	pobj	29	0	root	0
outlined	o	VBN	32	acl	31	0	root	0
by	o	IN	33	agent	32	0	root	0
Müller	o	NNP	34	compound	38	0	root	0
-	o	:	35	punct	38	0	root	0
Wodarg	o	NNP	36	compound	38	0	root	0
et	o	CC	37	compound	38	0	root	0
al	o	NNP	38	pobj	33	0	root	0
.	o	NNP	39	punct	3	0	root	0
(	o	-LRB-	40	punct	41	0	root	0
2006	o	CD	41	dobj	3	0	root	0
)	o	-RRB-	42	punct	41	0	root	0
.	o	.	43	punct	3	0	root	0

The	o	DT	0	det	3	0	root	0
global	o	JJ	1	amod	3	0	root	0
spherical	o	JJ	2	amod	3	0	root	0
grid	o	NN	3	nsubj	4	0	root	0
has	o	VBZ	4	ROOT	4	0	root	0
flexible	o	JJ	5	amod	6	0	root	0
resolution	o	NN	6	dobj	4	0	root	0
.	o	.	7	punct	4	0	root	0

For	o	IN	0	prep	6	0	root	0
simulations	ME	NNS	1	pobj	0	1	HasPropety	23
in	ME	IN	2	prep	1	0	root	0
this	ME	DT	3	det	4	0	root	0
study	ME	NN	4	pobj	2	0	root	0
we	o	PRP	5	nsubj	6	0	root	0
assumed	o	VBD	6	ROOT	6	0	root	0
spacing	o	NN	7	dobj	6	7	Qualifies	16
in	o	IN	8	prep	7	0	root	0
latitude	o	NN	9	pobj	8	9	HasQuantity	13
and	o	CC	10	cc	9	0	root	0
longitude	o	NN	11	conj	9	11	HasQuantity	16
of	o	IN	12	prep	9	0	root	0
2	o	CD	13	nummod	14	0	root	0
°	o	NN	14	pobj	12	0	root	0
and	o	CC	15	cc	14	0	root	0
10	o	CD	16	nummod	17	0	root	0
°	o	NN	17	conj	14	0	root	0
,	o	,	18	punct	7	0	root	0
respectively	o	RB	19	advmod	6	0	root	0
,	o	,	20	punct	6	0	root	0
and	o	CC	21	cc	6	0	root	0
a	o	DT	22	det	24	0	root	0
vertical	o	JJ	23	amod	24	23	HasQuantity	26
resolution	o	NN	24	conj	6	0	root	0
of	o	IN	25	prep	24	0	root	0
0.4	o	CD	26	nummod	27	0	root	0
scale	o	NN	27	compound	28	0	root	0
heights	o	NNS	28	pobj	25	0	root	0
.	o	.	29	punct	6	0	root	0

Our	o	PRP$	0	poss	3	0	root	0
time	o	NN	1	compound	3	0	root	0
integration	o	NN	2	compound	3	0	root	0
step	o	NN	3	nsubj	4	0	root	0
was	o	VBD	4	ROOT	4	0	root	0
5	o	CD	5	nummod	6	0	root	0
s	o	CD	6	attr	4	0	root	0
and	o	CC	7	cc	4	0	root	0
we	o	PRP	8	nsubj	9	0	root	0
ran	o	VBD	9	conj	4	0	root	0
the	o	DT	10	det	11	0	root	0
code	o	NN	11	dobj	9	0	root	0
for	o	IN	12	prep	9	0	root	0
500	o	CD	13	nummod	15	0	root	0
Saturn	ME	NNP	14	compound	15	14	HasQuantity	13
rotations	ME	NNS	15	pobj	12	0	root	0
to	o	TO	16	aux	17	0	root	0
reach	o	VB	17	acl	15	0	root	0
steady	o	JJ	18	amod	19	0	root	0
state	o	NN	19	dobj	17	0	root	0
.	o	.	20	punct	9	0	root	0

The	o	DT	0	det	1	0	root	0
moon	o	NN	1	nsubj	11	0	root	0
Enceladus	o	NNP	2	appos	1	0	root	0
,	o	,	3	punct	2	0	root	0
embedded	o	VBN	4	acl	2	0	root	0
in	o	IN	5	prep	4	0	root	0
Saturn	o	NNP	6	compound	7	0	root	0
’s	o	POS	7	compound	9	0	root	0
radiation	o	NN	8	compound	9	0	root	0
belts	o	NNS	9	pobj	5	0	root	0
,	o	,	10	punct	11	0	root	0
is	o	VBZ	11	ROOT	11	0	root	0
the	o	DT	12	det	15	0	root	0
main	o	JJ	13	amod	15	0	root	0
internal	o	JJ	14	amod	15	0	root	0
source	o	NN	15	attr	11	0	root	0
of	o	IN	16	prep	15	0	root	0
neutral	o	JJ	17	amod	20	0	root	0
and	o	CC	18	cc	17	0	root	0
charged	o	VBN	19	conj	17	0	root	0
particles	o	NNS	20	pobj	16	0	root	0
in	o	IN	21	prep	15	0	root	0
the	o	DT	22	det	24	0	root	0
Kronian	o	NNP	23	compound	24	0	root	0
magnetosphere	o	NN	24	pobj	21	0	root	0
.	o	.	25	punct	11	0	root	0

A	o	DT	0	det	1	0	root	0
plume	o	NN	1	nsubj	16	0	root	0
of	o	IN	2	prep	1	0	root	0
water	o	NN	3	compound	5	0	root	0
ice	o	NN	4	compound	5	0	root	0
molecules	o	NNS	5	pobj	2	0	root	0
and	o	CC	6	cc	5	0	root	0
dust	o	NN	7	conj	5	0	root	0
released	o	VBD	8	acl	1	0	root	0
through	o	IN	9	prep	8	0	root	0
geysers	o	NNS	10	pobj	9	0	root	0
on	o	IN	11	prep	10	0	root	0
the	o	DT	12	det	15	0	root	0
south	o	NNP	13	amod	15	0	root	0
polar	o	NNP	14	amod	15	0	root	0
region	o	NN	15	pobj	11	0	root	0
provides	o	VBZ	16	ROOT	16	0	root	0
enough	o	JJ	17	amod	18	0	root	0
material	o	NN	18	dobj	16	0	root	0
to	o	TO	19	aux	20	0	root	0
feed	o	VB	20	acl	18	0	root	0
the	o	DT	21	det	24	0	root	0
E	o	NN	22	subtok	23	0	root	0
-	o	.	23	subtok	24	0	root	0
ring	o	NN	24	dobj	20	0	root	0
and	o	CC	25	cc	24	0	root	0
also	o	RB	26	advmod	29	0	root	0
the	o	DT	27	det	29	0	root	0
neutral	o	JJ	28	amod	29	0	root	0
torus	o	NN	29	conj	24	0	root	0
of	o	IN	30	prep	29	0	root	0
Saturn	o	NNP	31	pobj	30	0	root	0
and	o	CC	32	cc	29	0	root	0
the	o	DT	33	det	35	0	root	0
entire	o	JJ	34	amod	35	0	root	0
magnetosphere	o	NN	35	conj	29	0	root	0
.	o	.	36	punct	16	0	root	0

In	o	IN	0	prep	8	0	root	0
the	o	DT	1	det	3	0	root	0
time	ME	NN	2	compound	3	2	HasQuantity	4
period	ME	NN	3	pobj	0	0	root	0
2005–2010	o	CD	4	nsubj	8	0	root	0
the	ME	DT	5	det	7	5	HasQuantity	17
Cassini	ME	NNP	6	compound	7	0	root	0
spacecraft	ME	NN	7	nsubj	8	0	root	0
flew	o	VBD	8	ROOT	8	8	HasQuantity	13
close	o	RB	9	advmod	8	0	root	0
by	o	IN	10	prep	8	0	root	0
the	o	DT	11	det	12	0	root	0
moon	o	NN	12	pobj	10	0	root	0
14	o	CD	13	nummod	14	0	root	0
times	o	NNS	14	npadvmod	8	0	root	0
,	o	,	15	punct	8	0	root	0
sometimes	o	RB	16	advmod	18	0	root	0
as	o	RB	17	advmod	18	0	root	0
low	o	JJ	18	advmod	8	0	root	0
as	o	IN	19	quantmod	20	0	root	0
25	o	CD	20	nummod	21	0	root	0
km	o	NN	21	npadvmod	22	0	root	0
above	o	IN	22	prep	18	22	Qualifies	17
the	o	DT	23	det	24	0	root	0
surface	o	NN	24	pobj	22	0	root	0
and	o	CC	25	cc	22	0	root	0
directly	o	RB	26	advmod	27	0	root	0
through	o	IN	27	conj	22	0	root	0
the	o	DT	28	det	29	0	root	0
plume	o	NN	29	pobj	27	0	root	0
.	o	.	30	punct	8	0	root	0

For	o	IN	0	prep	20	0	root	0
the	o	DT	1	det	5	0	root	0
very	o	RB	2	advmod	3	0	root	0
first	o	JJ	3	amod	4	0	root	0
time	o	NN	4	compound	5	0	root	0
measurements	o	NNS	5	pobj	0	0	root	0
of	o	IN	6	prep	5	0	root	0
plasma	o	NN	7	pobj	6	0	root	0
and	o	CC	8	cc	7	0	root	0
energetic	o	JJ	9	amod	10	0	root	0
particles	o	NNS	10	conj	7	0	root	0
inside	o	IN	11	prep	5	0	root	0
the	o	DT	12	det	13	0	root	0
plume	o	NN	13	pobj	11	0	root	0
and	o	CC	14	cc	5	0	root	0
its	o	PRP$	15	poss	17	0	root	0
immediate	o	JJ	16	amod	17	0	root	0
vicinity	o	NN	17	nsubjpass	20	0	root	0
could	o	MD	18	aux	20	0	root	0
be	o	VB	19	auxpass	20	0	root	0
obtained	o	VBN	20	ROOT	20	0	root	0
.	o	.	21	punct	20	0	root	0

In	o	IN	0	prep	4	0	root	0
this	o	DT	1	det	2	0	root	0
work	o	NN	2	pobj	0	0	root	0
we	o	PRP	3	nsubj	4	0	root	0
summarize	o	VBP	4	ROOT	4	0	root	0
the	o	DT	5	det	6	0	root	0
results	o	NNS	6	dobj	4	0	root	0
of	o	IN	7	prep	6	0	root	0
energetic	o	JJ	8	amod	10	0	root	0
electron	ME	NN	9	compound	10	9	HasPropety	13
measurements	o	NNS	10	pobj	7	0	root	0
in	o	IN	11	prep	10	0	root	0
the	o	DT	12	det	14	0	root	0
energy	o	NN	13	compound	14	13	HasQuantity	15
range	o	NN	14	pobj	11	0	root	0
27	o	CD	15	nummod	16	0	root	0
keV	o	NN	16	appos	14	0	root	0
to	o	TO	17	prep	6	0	root	0
21	o	CD	18	nummod	19	0	root	0
MeV	o	NN	19	pobj	17	0	root	0
taken	o	VBN	20	acl	19	0	root	0
by	o	IN	21	agent	20	0	root	0
the	o	DT	22	det	27	0	root	0
Low	o	NNP	23	compound	24	0	root	0
Energy	o	NNP	24	compound	27	0	root	0
Magnetospheric	o	NNP	25	compound	26	0	root	0
Measurement	o	NNP	26	compound	27	0	root	0
System	o	NNP	27	pobj	21	0	root	0
(	o	-LRB-	28	punct	27	0	root	0
LEMMS	o	NNP	29	appos	27	0	root	0
)	o	-RRB-	30	punct	27	0	root	0
,	o	,	31	punct	6	0	root	0
part	o	NN	32	appos	6	0	root	0
of	o	IN	33	prep	32	0	root	0
the	o	DT	34	det	37	0	root	0
Magnetospheric	o	JJ	35	compound	37	0	root	0
Imaging	o	NNP	36	compound	37	0	root	0
Instrument	o	NN	37	pobj	33	0	root	0
(	o	-LRB-	38	punct	37	0	root	0
MIMI	o	NNP	39	appos	37	0	root	0
)	o	-RRB-	40	punct	37	0	root	0
onboard	o	IN	41	prep	6	0	root	0
Cassini	o	NNP	42	pobj	41	0	root	0
in	o	IN	43	prep	6	0	root	0
the	o	DT	44	det	45	0	root	0
vicinity	o	NN	45	pobj	43	0	root	0
of	o	IN	46	prep	45	0	root	0
the	o	DT	47	det	48	0	root	0
moon	o	NN	48	pobj	46	0	root	0
in	o	IN	49	prep	6	0	root	0
combination	o	NN	50	pobj	49	0	root	0
with	o	IN	51	prep	50	0	root	0
measurements	o	NNS	52	pobj	51	0	root	0
of	o	IN	53	prep	52	0	root	0
the	o	DT	54	det	57	0	root	0
magnetometer	o	NN	55	compound	56	0	root	0
instrument	o	NN	56	compound	57	0	root	0
MAG	o	NNP	57	pobj	53	0	root	0
and	o	CC	58	cc	57	0	root	0
the	o	DT	59	det	62	0	root	0
Electron	o	NN	60	compound	62	0	root	0
Spectrometer	o	NN	61	compound	62	0	root	0
ELS	o	NNP	62	conj	57	0	root	0
of	o	IN	63	prep	62	0	root	0
the	o	DT	64	det	66	0	root	0
plasma	o	NN	65	compound	66	0	root	0
instrument	o	NN	66	pobj	63	0	root	0
CAPS	o	NNS	67	appos	66	0	root	0
onboard	o	IN	68	prep	6	0	root	0
the	o	DT	69	det	70	0	root	0
spacecraft	o	NN	70	pobj	68	0	root	0
.	o	.	71	punct	4	0	root	0

Features	o	NNS	0	nsubjpass	6	0	root	0
in	o	IN	1	prep	0	0	root	0
the	o	DT	2	det	3	0	root	0
data	o	NNS	3	pobj	1	0	root	0
can	o	MD	4	aux	6	0	root	0
be	o	VB	5	auxpass	6	0	root	0
interpreted	o	VBN	6	ROOT	6	0	root	0
as	o	IN	7	mark	12	0	root	0
that	o	IN	8	mark	12	0	root	0
the	o	DT	9	det	10	0	root	0
spacecraft	o	NN	10	nsubjpass	12	0	root	0
was	o	VBD	11	auxpass	12	0	root	0
connected	o	VBN	12	advcl	6	0	root	0
to	o	TO	13	prep	12	0	root	0
the	o	DT	14	det	16	0	root	0
plume	o	NN	15	compound	16	0	root	0
material	o	NN	16	pobj	13	0	root	0
along	o	IN	17	prep	16	0	root	0
field	o	NN	18	compound	19	0	root	0
lines	o	NNS	19	pobj	17	0	root	0
well	o	RB	20	advmod	21	0	root	0
before	o	IN	21	prep	12	0	root	0
entering	o	VBG	22	pcomp	21	0	root	0
the	o	DT	23	det	26	0	root	0
high	o	JJ	24	amod	25	0	root	0
density	o	NN	25	compound	26	0	root	0
region	o	NN	26	dobj	22	0	root	0
of	o	IN	27	prep	26	0	root	0
the	o	DT	28	det	29	0	root	0
plume	o	NN	29	pobj	27	0	root	0
.	o	.	30	punct	6	0	root	0

Sharp	o	JJ	0	amod	2	0	root	0
absorption	o	NN	1	compound	2	0	root	0
signatures	o	NNS	2	nsubj	26	0	root	0
as	o	IN	3	prep	2	0	root	0
the	o	DT	4	det	5	0	root	0
result	o	NN	5	pobj	3	0	root	0
of	o	IN	6	prep	5	0	root	0
losses	o	NNS	7	pobj	6	0	root	0
of	o	IN	8	prep	7	0	root	0
energetic	o	JJ	9	amod	10	0	root	0
electrons	o	NNS	10	pobj	8	0	root	0
bouncing	o	VBG	11	acl	10	0	root	0
along	o	IN	12	prep	11	0	root	0
those	o	DT	13	det	15	0	root	0
field	o	NN	14	compound	15	0	root	0
lines	o	NNS	15	pobj	12	0	root	0
,	o	,	16	punct	26	0	root	0
through	o	IN	17	prep	26	0	root	0
the	o	DT	18	det	20	0	root	0
emitted	o	VBN	19	amod	20	0	root	0
gas	o	NN	20	nmod	23	0	root	0
and	o	CC	21	cc	20	0	root	0
dust	o	NN	22	compound	23	0	root	0
clouds	o	NNS	23	pobj	17	0	root	0
,	o	,	24	punct	26	0	root	0
clearly	o	RB	25	advmod	26	0	root	0
depend	o	VBP	26	ROOT	26	0	root	0
on	o	IN	27	prep	26	0	root	0
flyby	o	JJ	28	compound	29	0	root	0
geometry	o	NN	29	pobj	27	0	root	0
as	o	RB	30	advmod	32	0	root	0
well	o	RB	31	advmod	32	0	root	0
as	o	IN	32	cc	29	0	root	0
on	o	IN	33	prep	29	0	root	0
measured	o	VBN	34	amod	36	0	root	0
pitch	o	NN	35	compound	36	0	root	0
angle	o	NN	36	nmod	38	0	root	0
/	o	:	37	punct	38	0	root	0
look	o	VBP	38	compound	39	0	root	0
direction	o	NN	39	pobj	33	0	root	0
of	o	IN	40	prep	39	0	root	0
the	o	DT	41	det	42	0	root	0
instrument	o	NN	42	pobj	40	0	root	0
.	o	.	43	punct	26	0	root	0

We	o	PRP	0	nsubj	1	0	root	0
found	o	VBD	1	ROOT	1	0	root	0
that	o	IN	2	mark	17	0	root	0
the	o	DT	3	det	5	0	root	0
depletion	o	NN	4	compound	5	0	root	0
signatures	o	NNS	5	nsubj	17	0	root	0
during	o	IN	6	prep	5	0	root	0
some	o	DT	7	pobj	6	0	root	0
of	o	IN	8	prep	7	0	root	0
the	o	DT	9	det	11	0	root	0
flybys	o	NNS	10	nsubj	11	0	root	0
show	o	VBP	11	pobj	8	0	root	0
“	o	``	12	punct	13	0	root	0
ramp	o	NN	13	nmod	17	0	root	0
-	o	.	14	punct	15	0	root	0
like	o	JJ	15	prep	13	0	root	0
”	o	''	16	punct	13	0	root	0
features	o	NNS	17	ccomp	1	0	root	0
where	o	WRB	18	advmod	25	0	root	0
only	o	RB	19	advmod	22	0	root	0
a	o	DT	20	det	22	0	root	0
partial	o	JJ	21	amod	22	0	root	0
depletion	o	NN	22	nsubjpass	25	0	root	0
has	o	VBZ	23	aux	25	0	root	0
been	o	VBN	24	auxpass	25	0	root	0
observed	o	VBN	25	ccomp	17	0	root	0
further	o	RBR	26	advmod	27	0	root	0
away	o	RB	27	advmod	25	0	root	0
from	o	IN	28	prep	27	0	root	0
the	o	DT	29	det	30	0	root	0
moon	o	NN	30	pobj	28	0	root	0
followed	o	VBN	31	acl	30	0	root	0
by	o	IN	32	agent	31	0	root	0
nearly	o	RB	33	advmod	34	0	root	0
full	o	JJ	34	amod	35	0	root	0
absorption	o	NN	35	pobj	32	0	root	0
of	o	IN	36	prep	35	0	root	0
electrons	o	NNS	37	pobj	36	0	root	0
closer	o	RBR	38	advmod	31	0	root	0
in	o	RP	39	prep	38	0	root	0
.	o	.	40	punct	1	0	root	0

We	o	PRP	0	nsubj	1	0	root	0
interpret	o	VBP	1	ROOT	1	0	root	0
this	o	DT	2	dobj	1	0	root	0
as	o	IN	3	mark	7	0	root	0
partially	o	RB	4	advmod	7	0	root	0
/	o	CC	5	punct	7	0	root	0
fully	o	RB	6	advmod	7	0	root	0
connected	o	VBN	7	advcl	1	0	root	0
to	o	TO	8	prep	7	0	root	0
the	o	DT	9	det	11	0	root	0
flux	o	NN	10	compound	11	0	root	0
tube	o	NN	11	pobj	8	0	root	0
connecting	o	VBG	12	acl	11	0	root	0
the	o	DT	13	det	14	0	root	0
moon	o	NN	14	dobj	12	0	root	0
with	o	IN	15	prep	12	0	root	0
Cassini	o	NNP	16	pobj	15	0	root	0
.	o	.	17	punct	1	0	root	0

During	o	IN	0	prep	20	0	root	0
at	o	IN	1	advmod	2	0	root	0
least	o	JJS	2	advmod	3	0	root	0
two	o	CD	3	nummod	19	0	root	0
of	o	IN	4	prep	3	0	root	0
the	o	DT	5	det	6	0	root	0
flybys	o	NNS	6	pobj	4	0	root	0
(	o	-LRB-	7	punct	8	0	root	0
with	o	IN	8	prep	3	0	root	0
some	o	DT	9	det	10	0	root	0
evidence	o	NN	10	pobj	8	0	root	0
of	o	IN	11	prep	10	0	root	0
one	o	CD	12	nummod	14	0	root	0
additional	o	JJ	13	amod	14	0	root	0
encounter	o	NN	14	pobj	11	0	root	0
)	o	-RRB-	15	punct	18	0	root	0
MIMI	o	NNP	16	nmod	18	0	root	0
/	o	CC	17	punct	18	0	root	0
LEMMS	o	NNP	18	amod	3	0	root	0
data	o	NNS	19	nsubj	20	0	root	0
are	o	VBP	20	ROOT	20	0	root	0
consistent	o	JJ	21	acomp	20	0	root	0
